Title,SubTitle,
5667.142857,4.807697207,
5682.857143,6.301872485,
5698.571429,7.548944307,
5714.285714,6.539873706,
5730,4.8707414,
5745.714286,7.644952437,
5761.428571,3.9900848,
5777.142857,3.226207447,
5792.857143,8.529744921,
5808.571429,3.456653768,
5824.285714,1.020746092,
5840,6.547592714,
5855.714286,5.274208404,
5871.428571,1.801056538,
5887.142857,8.167995215,
5902.857143,4.162860226,
5918.571429,4.736843138,
5934.285714,2.046811818,
5950,1.939395293,
5965.714286,7.674211691,
5981.428571,7.197319351,
5997.142857,3.552816823,
6012.857143,4.189118716,
6028.571429,2.450423289,
6044.285714,9.805172743,
6060,6.759498856,
6075.714286,5.443914793,
6091.428571,3.995528257,
6107.142857,8.662202022,
6122.857143,6.470953951,
6138.571429,2.11771383,
6154.285714,3.510399309,
6170,2.839798459,
6185.714286,6.149563004,
6201.428571,5.633441655,
6217.142857,6.011343709,
6232.857143,7.968480198,
6248.571429,8.811911516,
6264.285714,4.370885626,
6280,7.369517588,
6295.714286,6.94717386,
6311.428571,7.779785766,
6327.142857,9.33862109,
6342.857143,2.694456594,
6358.571429,5.722663202,
6374.285714,8.533774664,
6390,5.208290227,
6405.714286,3.313520243,
6421.428571,1.245727189,
6437.142857,9.156562767,
6452.857143,5.223949512,
6468.571429,1.80158448,
6484.285714,8.837350528,
6500,7.292412819,
6515.714286,7.727187502,
6531.428571,6.880592467,
6547.142857,6.944513798,
6562.857143,8.633465715,
6578.571429,3.804738346,
6594.285714,5.546488144,
6610,2.312548954,
6625.714286,5.807688802,
6641.428571,5.59251167,
6657.142857,5.289302013,
6672.857143,7.798658689,
6688.571429,3.069721234,
6704.285714,2.743978306,
6720,2.334821722,
6735.714286,4.041308812,
6751.428571,2.237780973,
6767.142857,8.199884964,
6782.857143,1.207958578,
6798.571429,8.308606255,
6814.285714,7.834479702,
6830,9.006851098,
6845.714286,2.039073739,
6861.428571,8.361824798,
6877.142857,4.638717336,
6892.857143,4.767782017,
6908.571429,1.224662687,
6924.285714,5.971764758,
6940,5.168961013,
6955.714286,6.476646475,
6971.428571,1.740758725,
6987.142857,7.616880962,
7002.857143,5.568806103,
7018.571429,5.811421891,
7034.285714,2.594853631,
7050,9.450140906,
7065.714286,9.881517448,
7081.428571,8.197267719,
7097.142857,9.942459438,
7112.857143,2.750267957,
7128.571429,2.065977982,
7144.285714,6.673531032,
7160,4.353545237,
7175.714286,8.764548777,
7191.428571,1.160069223,
7207.142857,9.477398389,
7222.857143,6.791331881,
7238.571429,3.382113488,
7254.285714,3.071126571,
7270,7.049920822,
7285.714286,3.840897468,
7301.428571,4.391006405,
7317.142857,4.266335139,
7332.857143,9.292626356,
7348.571429,2.275674426,
7364.285714,2.962169795,
7380,8.010693079,
7395.714286,6.294950627,
7411.428571,5.421833003,
7427.142857,1.242637435,
7442.857143,7.971571388,
7458.571429,7.569978946,
7474.285714,3.540690653,
7490,6.372038427,
7505.714286,6.576257783,
7521.428571,1.48022544,
7537.142857,6.721072099,
7552.857143,3.367058747,
7568.571429,5.196439703,
7584.285714,5.464609496,
7600,4.3341317,
7615.714286,5.390263778,
7631.428571,5.098605111,
7647.142857,1.608524653,
7662.857143,9.245313814,
7678.571429,5.821086906,
7694.285714,9.214331076,
7710,3.563177378,
7725.714286,1.350531576,
7741.428571,5.751261163,
7757.142857,7.738109979,
7772.857143,3.784029386,
7788.571429,2.233507097,
7804.285714,5.107761746,
7820,1.342357054,
7835.714286,7.623750402,
7851.428571,1.291327007,
7867.142857,7.925187578,
7882.857143,7.872774214,
7898.571429,9.201305013,
7914.285714,6.742234085,
7930,3.644028099,
7945.714286,8.838390394,
7961.428571,5.715448618,
7977.142857,5.935347699,
7992.857143,9.347932532,
8008.571429,1.281755121,
8024.285714,7.680692638,
8040,2.340897775,
8055.714286,5.786986013,
8071.428571,3.625349532,
8087.142857,8.938818546,
8102.857143,1.028489033,
8118.571429,3.528112974,
8134.285714,4.80129801,
8150,3.709841877,
8165.714286,7.96665926,
8181.428571,7.11337272,
8197.142857,1.080322984,
8212.857143,7.115561313,
8228.571429,2.959044556,
8244.285714,2.592459,
8260,2.967845533,
8275.714286,5.790760245,
8291.428571,6.301457881,
8307.142857,2.03012186,
8322.857143,3.732341604,
8338.571429,6.2734785,
8354.285714,4.147664972,
8370,2.08924212,
8385.714286,6.923280886,
8401.428571,6.340152232,
8417.142857,7.349995808,
8432.857143,4.259404847,
8448.571429,8.68598383,
8464.285714,4.667425867,
8480,1.836760376,
8495.714286,7.845256728,
8511.428571,8.03925504,
8527.142857,3.602421662,
8542.857143,4.41908054,
8558.571429,5.428975591,
8574.285714,3.511565529,
8590,8.003651848,
8605.714286,7.773368974,
8621.428571,6.860126452,
8637.142857,6.859358902,
8652.857143,4.191507528,
8668.571429,9.346387206,
8684.285714,4.039259485,
8700,9.651572851,
8715.714286,8.808051721,
8731.428571,1.408658474,
8747.142857,4.877485077,
8762.857143,4.094712892,
8778.571429,2.85708628,
8794.285714,8.815108466,
8810,4.349913429,
8825.714286,2.172896639,
8841.428571,7.706367605,
8857.142857,6.288748901,
8872.857143,9.097192043,
8888.571429,9.683402066,
8904.285714,3.214335681,
8920,9.502989647,
8935.714286,1.799572367,
8951.428571,8.206715096,
8967.142857,3.728344751,
8982.857143,9.368760464,
8998.571429,3.507045683,
9014.285714,3.23138652,
9030,8.334377122,
9045.714286,6.582495392,
9061.428571,1.115268814,
9077.142857,6.014901548,
9092.857143,9.561017658,
9108.571429,6.91260577,
9124.285714,4.002585209,
9140,8.890683349,
9155.714286,1.45003826,
9171.428571,1.832548837,
9187.142857,2.871527133,
9202.857143,5.853564317,
9218.571429,1.126717361,
9234.285714,6.381885979,
9250,5.627306297,
9265.714286,4.907283073,
9281.428571,6.453254724,
9297.142857,3.681498692,
9312.857143,9.218740797,
9328.571429,9.934986715,
9344.285714,2.268754922,
9360,6.317344572,
9375.714286,4.869048342,
9391.428571,3.115891508,
9407.142857,8.655088286,
9422.857143,9.08971308,
9438.571429,6.541014772,
9454.285714,5.990856578,
9470,1.581518485,
9485.714286,8.635006262,
9501.428571,6.573697256,
9517.142857,2.209360056,
9532.857143,8.799674193,
9548.571429,1.184442074,
9564.285714,8.698404284,
9580,5.798957764,
9595.714286,8.194304981,
9611.428571,5.956654131,
9627.142857,8.848174288,
9642.857143,9.968838471,
9658.571429,7.523073858,
9674.285714,9.720660004,
9690,2.167991618,
9705.714286,3.502345761,
9721.428571,4.606679831,
9737.142857,6.986962688,
9752.857143,8.685104522,
9768.571429,8.161921893,
9784.285714,9.422482281,
9800,6.79632506,
9815.714286,4.829366102,
9831.428571,1.198261512,
9847.142857,3.867443299,
9862.857143,8.762652537,
9878.571429,6.125814316,
9894.285714,4.527903404,
9910,5.512875083,
9925.714286,1.107448368,
9941.428571,8.489116582,
9957.142857,5.365480794,
9972.857143,5.201319217,
9988.571429,8.890356228,
10004.28571,9.571779459,
10020,7.022907643,
10035.71429,2.042321572,
10051.42857,1.813445734,
10067.14286,5.186408425,
10082.85714,4.928245187,
10098.57143,5.324646822,
10114.28571,8.169056417,
10130,9.732474945,
10145.71429,8.754797074,
10161.42857,5.44219537,
10177.14286,9.45402092,
10192.85714,7.852460224,
10208.57143,9.16480072,
10224.28571,3.825541491,
10240,4.603109424,
10255.71429,9.881645434,
10271.42857,3.344419111,
10287.14286,1.605838641,
10302.85714,9.402072427,
10318.57143,7.408673866,
10334.28571,5.956422566,
10350,9.533592787,
10365.71429,7.240003222,
10381.42857,1.082960411,
10397.14286,3.986297725,
10412.85714,9.880911224,
10428.57143,1.139823764,
10444.28571,5.683950833,
10460,9.462640636,
10475.71429,4.727261751,
10491.42857,2.148426956,
10507.14286,7.301673762,
10522.85714,6.585611277,
10538.57143,7.602505892,
10554.28571,4.315210606,
10570,3.156976086,
10585.71429,6.549657742,
10601.42857,6.441042693,
10617.14286,2.65878149,
10632.85714,4.849099484,
10648.57143,1.41793971,
10664.28571,8.843587378,
10680,8.830287758,
10695.71429,7.074768224,
10711.42857,9.551391712,
10727.14286,1.762009477,
10742.85714,7.437326357,
10758.57143,5.393439635,
10774.28571,9.767564327,
10790,7.160542193,
10805.71429,3.689053691,
10821.42857,6.635204773,
10837.14286,5.53973702,
10852.85714,3.303914693,
10868.57143,1.911393214,
10884.28571,3.607583227,
10900,6.139593621,
10915.71429,8.296098533,
10931.42857,4.522344975,
10947.14286,4.174152611,
10962.85714,4.479185038,
10978.57143,7.344973635,
10994.28571,2.489450737,
11010,6.73679439,
11025.71429,4.148304072,
11041.42857,9.717860623,
11057.14286,7.723956795,
11072.85714,3.149983911,
11088.57143,1.542350704,
11104.28571,5.522582383,
11120,3.555024996,
11135.71429,4.124740113,
11151.42857,7.898510079,
11167.14286,3.2255532,
11182.85714,3.758390578,
11198.57143,6.017205969,
11214.28571,7.725585694,
11230,4.005581391,
11245.71429,5.990543077,
11261.42857,7.702592442,
11277.14286,7.592225022,
11292.85714,1.998551979,
11308.57143,9.013816097,
11324.28571,6.674836788,
11340,3.595373969,
11355.71429,6.965709233,
11371.42857,3.340989427,
11387.14286,4.298011846,
11402.85714,6.876198744,
11418.57143,8.177190502,
11434.28571,7.847299247,
11450,8.904425787,
11465.71429,9.701421106,
11481.42857,8.471477528,
11497.14286,1.627897396,
11512.85714,7.97794445,
11528.57143,9.811151776,
11544.28571,2.83633441,
11560,7.06831266,
11575.71429,5.077428444,
11591.42857,3.609979625,
11607.14286,1.169295072,
11622.85714,8.690718716,
11638.57143,8.403684113,
11654.28571,9.357983109,
11670,8.627081943,
11685.71429,9.886550744,
11701.42857,1.454266299,
11717.14286,7.607858865,
11732.85714,6.984182339,
11748.57143,7.25187785,
11764.28571,5.419710346,
11780,6.983318612,
11795.71429,2.617701857,
11811.42857,1.064008024,
11827.14286,5.096171905,
11842.85714,8.503548751,
11858.57143,4.303456862,
11874.28571,1.785922111,
11890,5.937907447,
11905.71429,9.260642479,
11921.42857,6.014604247,
11937.14286,2.581514168,
11952.85714,9.21370907,
11968.57143,7.543561502,
11984.28571,7.621644565,
12000,9.244931616,
